,Title,Authors,Published,Link
380,Gender and Diversity sensitive smart and sustainable mobility innovations:  A bigger problem than transport design,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/paul-magee"" rel=""Person""><span>Paul Magee</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/andree-woodcock"" rel=""Person""><span>Andree Woodcock</span></a>",2021-10-14,https://pureportal.coventry.ac.uk/en/publications/gender-and-diversity-sensitive-smart-and-sustainable-mobility-inn
381,Gender differences in response to an opportunistic brief intervention for obesity in primary care: Data from the BWeL trial,"Kate Tudor, Sarah Tearne, Susan Jebb, Amanda Lewis, Peymanè A Adab, Rachna Begh, Kate Jolly, Amanda Daley, Amanda Farley, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/deborah-lycett"" rel=""Person""><span>Deborah Lycett</span></a>, Alecia Nickless, Paul Aveyard",2021-02-01,https://pureportal.coventry.ac.uk/en/publications/gender-differences-in-response-to-an-opportunistic-brief-interven
382,Genome-wide meta-analysis identifies 127 open-angle glaucoma loci with consistent effect across ancestries,"UK Biobank Eye and Vision Consortium, NEIGHBORHOOD consortium, ANZRAG consortium, Biobank Japan project, FinnGen study, GIGA study group, 23 and Me Research Team",2021-02-24,https://pureportal.coventry.ac.uk/en/publications/genome-wide-meta-analysis-identifies-127-open-angle-glaucoma-loci
383,"Global, regional, and national mortality among young people aged 10–24 years, 1950–2019: a systematic analysis for the Global Burden of Disease Study 2019",GBD 2019 Adolescent Mortality Collaborators,2021-10-30,https://pureportal.coventry.ac.uk/en/publications/global-regional-and-national-mortality-among-young-people-aged-10
384,"Global, regional, and national progress towards Sustainable Development Goal 3.2 for neonatal and child health: all-cause and cause-specific mortality findings from the Global Burden of Disease Study 2019",GBD 2019 Under-5 Mortality Collaborators,4 Sept 2021,https://pureportal.coventry.ac.uk/en/publications/global-regional-and-national-progress-towards-sustainable-develop
385,"GRANADA consensus on analytical approaches to assess associations with accelerometer-determined physical behaviours (physical activity, sedentary behaviour and sleep) in epidemiological studies","External review group, Jairo H Migueles, Eivind Aadland, Lars Bo Andersen, Jan Christian Brønd, Sebastien F Chastin, Bjørge H Hansen, Kenn Konstabel, Olav Martin Kvalheim, Duncan E McGregor, Alex V Rowlands, Séverine Sabia, Vincent T van Hees, Rosemary Walmsley, Francisco B Ortega",2021-04-12,https://pureportal.coventry.ac.uk/en/publications/granada-consensus-on-analytical-approaches-to-assess-associations
386,Granular Data Access Control with a Patient-Centric Policy Update for Healthcare,"Fawad Khan, Saad Khan, Shahzaib Tahir, Ahmad Jawad, Hasan Tahir, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>",2021-05-20,https://pureportal.coventry.ac.uk/en/publications/granular-data-access-control-with-a-patient-centric-policy-update
387,Group versus one-to-one multi-component lifestyle interventions for weight management: a systematic review and meta-analysis of randomised controlled trials,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/sally-abbott"" rel=""Person""><span>S Abbott</span></a>, E. Smith, B Tighe, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/deborah-lycett"" rel=""Person""><span>D Lycett</span></a>",2021-06-01,https://pureportal.coventry.ac.uk/en/publications/group-versus-one-to-one-multi-component-lifestyle-interventions-f
388,Healthcare staff perceptions following inoculation with the BNT162b2 mRNA COVID-19 vaccine at University Hospitals Coventry & Warwickshire NHS trust,"Tim Robbins, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ioannis-kyrou"" rel=""Person""><span>Ioannis Kyrou</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Kavi Sharma, Steven Laird, Lisa Berry, Nina Morgan, Kiran Patel, Sailesh Sankar, Harpal Randeva",6 Sept 2021,https://pureportal.coventry.ac.uk/en/publications/healthcare-staff-perceptions-following-inoculation-with-the-bnt16
389,Health Effect of Bariatric Surgery on Patients with Asthma: A Systematic Review and Meta-Analysis,"Razieh Khalooeifard, Oladimeji Adebayo, Jamal Rahmani, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Mahdi Shadnoush, Gholamreza Mohammadi Farsani",2021-03-15,https://pureportal.coventry.ac.uk/en/publications/health-effect-of-bariatric-surgery-on-patients-with-asthma-a-syst
390,High Efficiency High Gain DC-DC Boost Converter Using PID Controller for Photovoltaic Applications,"Channa Babar Ali, Abdul Haseeb Khan, Kawish Pervez, Talat Mehmood Awan, Abdulfattah Noorwali, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>",2021-07-27,https://pureportal.coventry.ac.uk/en/publications/high-efficiency-high-gain-dc-dc-boost-converter-using-pid-control
391,Higher Dietary Acid Load Is Associated With an Increased Risk of Calcium Oxalate Kidney Stones,"Fahimeh Haghighatdoost, Reyhaneh Sadeghian, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Behnood Abbasi",1 Sept 2021,https://pureportal.coventry.ac.uk/en/publications/higher-dietary-acid-load-is-associated-with-an-increased-risk-of-
392,How Does Fat Mass Change in the First Year After Bariatric Surgery? A Systemic Review and Meta-Analysis,"Neda Haghighat, Damoon Ashtari-Larky, Ladan Aghakhani, Omid Asbaghi, Hamidreza Hoseinpour, Babak Hosseini, Ali Shahabinezhad, Arash Pourmohammad, Seyed Vahid Hosseini, Masoud Amini, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Alimohammad Bananzadeh",2021-08-01,https://pureportal.coventry.ac.uk/en/publications/how-does-fat-mass-change-in-the-first-year-after-bariatric-surger
393,"How Does the Understanding, Experience, and Enactment of Self-Regulation Behaviour Change Techniques Vary with Age? A Thematic Analysis","David P. French, Rehab Banafa, Stefanie Williams, Claire Taylor, Laura J.E. Brown",2021-02-01,https://pureportal.coventry.ac.uk/en/publications/how-does-the-understanding-experience-and-enactment-of-self-regul
394,How upskilling nurses can solve the care home crisis. Call for specialist gerontological training and new online learning networks.,"Deidre Wild, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/rosie-kneafsey"" rel=""Person""><span>Rosie Kneafsey</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ala-szczepura"" rel=""Person""><span>Ala Szczepura</span></a>",2021-08-25,https://pureportal.coventry.ac.uk/en/publications/how-upskilling-nurses-can-solve-the-care-home-crisis-call-for-spe
395,Hybrid Workload Enabled and Secure Healthcare Monitoring Sensing Framework in Distributed Fog-Cloud Network,"Abdullah Lakhan , Qurat-ul-ain Mastoi, Mazhar Ali  Dootio, Fehaid Alqahtani, Ibrahim R. Alzahrani, Fatmah Baothman, Syed Yaseen Shah, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>, Nadeem Anjum,  Qammer Hussain Abbasi , Muhammad Saddam  Khokhar",2021-08-17,https://pureportal.coventry.ac.uk/en/publications/hybrid-workload-enabled-and-secure-healthcare-monitoring-sensing-
396,Hyperbaric oxygen therapy for the treatment of long COVID: early evaluation of a highly promising intervention,"Tim Robbins, Michael Gonevski, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Sudhanshu Baitule, Kavi Sharma, Angel Magar, Kiran Patel, Sailesh Sankar, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ioannis-kyrou"" rel=""Person""><span>Ioannis Kyrou</span></a>, Asad Ali, Harpal S. Randeva",2021-12-03,https://pureportal.coventry.ac.uk/en/publications/hyperbaric-oxygen-therapy-for-the-treatment-of-long-covid-early-e
397,iHOPE for PCOS: Quantitative evaluation of a pilot online peer support intervention for polycystic ovary syndrome,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/carol-percy"" rel=""Person""><span>Carol Percy</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/andy-turner"" rel=""Person""><span>Andy Turner</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>",2021-06-29,https://pureportal.coventry.ac.uk/en/publications/ihope-for-pcos-quantitative-evaluation-of-a-pilot-online-peer-sup
398,Impact of a National Peer-Led Training Program to Increase Brief Physical Activity Advice Given to Patients by Health Care Professionals,"Liz Carlin, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/maxine-whelan"" rel=""Person""><span>Maxine Whelan</span></a>, Hayley Musson, Emma Adams",2021-11-01,https://pureportal.coventry.ac.uk/en/publications/impact-of-a-national-peer-led-training-programme-to-increase-brie
399,Impact of Body Mass Index on the Development of Inflammatory Bowel Disease: A Systematic Review and Dose-Response Analysis of 15.6 Million Participants,"Akshaya Srikanth Bhagavathula, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Jamal Rahmani, Vijay Kumar Chattu",2021-01-03,https://pureportal.coventry.ac.uk/en/publications/impact-of-body-mass-index-on-the-development-of-inflammatory-bowe
400,"Impact of deprivation, dementia prevalence and regional demography on prescribing of antidementia drugs in England: A time trend analysis","Neha Vohra, Muhammad Abdul Hadi, Saval Khanal, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/om-kurmi"" rel=""Person""><span>Om P. Kurmi</span></a>, Vibhu Paudyal",2021-10-01,https://pureportal.coventry.ac.uk/en/publications/impact-of-deprivation-dementia-prevalence-and-regional-demography
401,Implementing a digital intervention for managing uncontrolled hypertension in Primary Care: a mixed methods process evaluation,"Kate Morton, Laura Dennison, Rebecca Band, Beth Stuart, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/laura-wilde"" rel=""Person""><span>Laura Wilde</span></a>, Tara Cheetham-Blake, Elena Heber, Joanna Slodkowska-Barabasz, Paul Little, Richard J. McManus, Carl R. May, Lucy Yardley, Katherine Bradbury",2021-05-26,https://pureportal.coventry.ac.uk/en/publications/implementing-a-digital-intervention-for-managing-uncontrolled-hyp
402,Improvement of Physical Performance Following a 6 Week Change-of-Direction Training Program in Elite Youth Soccer Players of Different Maturity Levels,"Dorsaf Sariati, Raouf Hammami, Hassane Zouhal, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Ammar Nebigh, Mokhtar Chtara, Sabri Gaied Chortane, Anthony C. Hackney, Nizar Souissi, Urs Granacher, Omar Ben Ounis",2021-05-24,https://pureportal.coventry.ac.uk/en/publications/improvement-of-physical-performance-following-a-6-week-change-of-
403,Improving Machine Learning Classification Accuracy for Breathing Abnormalities by Enhancing Dataset,"Mubashir Rehman, Raza Ali Shah, Muhammad Bilal Khan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>,  Najah Abed AbuAli, Xiaodong Yang, Akram Alomainy ,  Muhmmad Ali Imran, Qammer H. Abbasi",2021-10-12,https://pureportal.coventry.ac.uk/en/publications/improving-machine-learning-classification-accuracy-for-breathing-
404,Influence of aging and increased blood pressure on oscillometric cuff pressure waveform characteristics,"Fan Pan, Peiyu He, Xiaobo Pu, Hu Gao, Fei Chen, Junfeng Feng, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2021-11-01,https://pureportal.coventry.ac.uk/en/publications/influence-of-aging-and-increased-blood-pressure-on-oscillometric-
405,Information Quality Frameworks for Digital Health Technologies: Systematic Review,"Kayode Philip Fadahunsi, Siobhan O'Connor, James Tosin Akinlua, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/petra-wark"" rel=""Person""><span>Petra A Wark</span></a>, Joseph Gallagher, Christopher Carroll, Josip Car, Azeem Majeed, John O'Donoghue",2021-05-17,https://pureportal.coventry.ac.uk/en/publications/information-quality-frameworks-for-digital-health-technologies-sy
406,In Pursuit Of Meaningful Insight; Covid Remote Collaboration And Design As Provocation,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/paul-magee"" rel=""Person""><span>Paul Magee</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/andree-woodcock"" rel=""Person""><span>Andree Woodcock</span></a>, Kat Gut, Janet Saunders, Peter Atkinson, Jacquie Bridgman",2021-01-01,https://pureportal.coventry.ac.uk/en/publications/in-pursuit-of-meaningful-insight-post-covid-remote-collaboration-
407,Intake of Various Food Groups and Risk of Breast Cancer: A Systematic Review and Dose-Response Meta-Analysis of Prospective Studies,"Asma Kazemi, Reza Barati-Boldaji, Sepideh Soltani, Nazanin Mohammadipoor, Zahra Esmaeilinezhad, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cian C T Clark</span></a>, Siavash Babajafari, Marzieh Akbarzadeh",2021-05-01,https://pureportal.coventry.ac.uk/en/publications/intake-of-various-food-groups-and-risk-of-breast-cancer-a-systema
408,Interaction between major dietary patterns and cardiorespiratory fitness on metabolic syndrome in Iranian adults: a cross-sectional study,"Hossein Shahinfar, Mahtab Ghanbari, Yahya Jalilpiran, Nastaran Payande, Mahshid Shahavandi, Nadia Babaei, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Kurosh Djafarian, Sakineh Shab-Bidar",2021-12-01,https://pureportal.coventry.ac.uk/en/publications/interaction-between-major-dietary-patterns-and-cardiorespiratory-
409,Interpretable Machine Learning for COVID-19: An Empirical Study on Severity Prediction Task,"Han Wu, Wenjie Ruan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang"" rel=""Person""><span>Jiangtao Wang</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, Bei Liu, Yayuan Gen, Xiangfei Chai, Jian Chen, Kunwei Li, Shaolin Li, Sumi Helal",2021-06-25,https://pureportal.coventry.ac.uk/en/publications/interpretable-machine-learning-for-covid-19-an-empirical-study-on
410,Interventions for preventing weight gain after smoking cessation,"Jamie Hartmann-Boyce, Annika Theodoulou, Amanda Farley, Peter Hajek, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/deborah-lycett"" rel=""Person""><span>Deborah Lycett</span></a>, Laura L. Jones, Laura Kudlek, Laura Heath, Anisa Hajizadeh, Marika Schenkels, Paul Aveyard",2021-10-06,https://pureportal.coventry.ac.uk/en/publications/interventions-for-preventing-weight-gain-after-smoking-cessation-3
411,Introducing an activity-based balance index for soccer players: A validity and reliability study,"Jalil Reisi, Shahram Lenjannejadian, Filipe Clemente, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Craig Truman Clark</span></a>",2021-06-01,https://pureportal.coventry.ac.uk/en/publications/introducing-an-activity-based-balance-index-for-soccer-players-a-
412,Introducing the tablet-based Oxford Cognitive Screen-Plus (OCS-Plus) as an assessment tool for subtle cognitive impairments,"Nele Demeyere, Marleen Haupt, Sam S Webb, Lea Strobel, Elise Milosevich, Margaret Jane Moore, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/hayley-wright"" rel=""Person""><span>Hayley Wright</span></a>, Kathrin Finke, Mihaela Duta",2021-12-01,https://pureportal.coventry.ac.uk/en/publications/introducing-the-tablet-based-oxford-cognitive-screen-plus-ocs-plu
413,Investigation of associations between retinal microvascular parameters and albuminuria in UK Biobank: a cross-sectional case-control study,"UK Biobank Eye and Vision Consortium, Euan N. Paterson, Chris Cardwell, Thomas J. MacGillivray, Emanuele Trucco, Alexander S. Doney, Paul Foster, Alexander P. Maxwell, Gareth J. McKay, Tariq Aslam, Sarah Barman, Jenny Barrett, Paul Bishop, Peter Blows, Catey Bunce, Roxana Carare, Usha Chakravarthy, Michelle Chan, Antonietta Chianca, Valentina Cipriani<span class=""common_hidden publication_authors_full_inline_list"">David Crabb, Philippa Cumberland, Alexander Day, Parul Desai, Bal Dhillon, Andrew Dick, Cathy Egan, Sarah Ennis, Marcus Fruttiger, John Gallacher, David (Ted) Garway-Heath, Jane Gibson, Dan Gore, Jeremy Guggenheim, Chris Hammond, Alison Hardcastle, Simon Harding, Ruth Hogg, Pirro Hysi, Pearse A. Keane, Sir Peng Tee Khaw, Anthony Khawaja, Gerassimos Lascaratos, Andrew Lotery, Phil Luthert, Tom MacGillivray, Sarah Mackie, Keith Martin, Bernadette McGuinness, Gareth McKay, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/robyn-tapp"" rel=""Person""><span>Robyn Tapp</span></a></span><button aria-expanded="""" aria-label=""Show all related authors"" aria-pressed="""" class=""author-link btn show"" data-customdata=""Author list shown, click to hide author list""><span>Show 31 more</span></button><button aria-expanded="""" aria-label=""Hide all related authors"" aria-pressed="""" class=""author-link btn hide"" data-customdata=""Authors list hidden, click to show author list""><span>Show less</span></button>",2021-02-25,https://pureportal.coventry.ac.uk/en/publications/investigation-of-associations-between-retinal-microvascular-param
414,JPEG Image Compression Using Multiple Core Strategy in FPGA achieving High Peak Signal to Noise Ratios,"Umar Anjum, Ahmed Hussain, Channa Babar Ali, Umer Afzal, Israr Hussain, Abdulfattah Noorwali, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>",2021-07-27,https://pureportal.coventry.ac.uk/en/publications/jpeg-image-compression-using-multiple-core-strategy-in-fpga-achie
415,Knowledge and attitude towards HIV/AIDS in India: A systematic review and meta-analysis of 47 studies from 2010-2020,"Akshaya Srikanth Bhagavathula, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Rishabh Sharma, Manik Chhabra, Kota Vidyasagar, Vijay Kumar Chattu",2021-01-01,https://pureportal.coventry.ac.uk/en/publications/knowledge-and-attitude-towards-hivaids-in-india-a-systematic-revi
416,"Lean in, don’t step back: The views and experiences of patients and carers with severe mental illness and incurable physical conditions on palliative and end of life care","Jed S Jerwood, Gillian Ward, Diane Phimister, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/nikki-holliday"" rel=""Person""><span>Nikki Holliday</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jane-coad"" rel=""Person""><span>Jane Coad</span></a>",2021-01-01,https://pureportal.coventry.ac.uk/en/publications/lean-in-dont-step-back-the-views-and-experiences-of-patients-and-
417,Low frequency variability in photoplethysmography and autonomic function assessment,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/john-allen"" rel=""Person""><span>John Allen</span></a>, Fei Chen",2021-11-01,https://pureportal.coventry.ac.uk/en/publications/low-frequency-variability-in-photoplethysmography-and-autonomic-f
418,"Mapping inequalities in exclusive breastfeeding in low- and middle-income countries, 2000–2018","Local Burden of Disease Exclusive Breastfeeding Collaborators, Natalia V. Bhattacharjee, Lauren E. Schaeffer, Simon I. Hay",2021-08-01,https://pureportal.coventry.ac.uk/en/publications/mapping-inequalities-in-exclusive-breastfeeding-in-low-and-middle
419,Memory Augmented Hierarchical Attention Network for Next Point-of-Interest Recommendation,"Chenwang Zheng, Dan Tao, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang"" rel=""Person""><span>Jiangtao Wang</span></a>, Lei Cui, Wenjie Ruan, Shui Yu",2021-04-01,https://pureportal.coventry.ac.uk/en/publications/memory-augmented-hierarchical-attention-network-for-next-point-of
420,Mixed Methods Process Evaluation of a National Peer-Led Training Program to Increase Brief Advice on Physical Activity Given By Health Care Professionals,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/maxine-whelan"" rel=""Person""><span>Maxine Whelan</span></a>, Liz Carlin, Hayley Musson, Emma Adams",2021-11-01,https://pureportal.coventry.ac.uk/en/publications/mixed-methods-process-evaluation-of-a-national-peer-led-training-
421,Mobile health apps: An exploration of user-generated reviews in Google Play store on a physical activity application,"Miznah Al-Abbadey, Megan Fong, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/laura-wilde"" rel=""Person""><span>Laura Joanne Wilde</span></a>, Roger Ingham, Daniela Ghio",2021-01-01,https://pureportal.coventry.ac.uk/en/publications/mobile-health-apps-an-exploration-of-user-generated-reviews-in-go
422,Modification effect of ideal cardiovascular health metrics on genetic association with incident heart failure in the China Kadoorie Biobank and the UK Biobank,China Kadoorie Biobank (CKB) collaborative group,2021-10-22,https://pureportal.coventry.ac.uk/en/publications/modification-effect-of-ideal-cardiovascular-health-metrics-on-gen
423,Naar de middelbare school als je ASS hebt,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/kim-bul"" rel=""Person""><span>Kim Bul</span></a>, Marjolijn Bal, Chris Kuiper, Patricia Vuijk",10 Sept 2021,https://pureportal.coventry.ac.uk/en/publications/naar-de-middelbare-school-als-je-ass-hebt
424,Newborn Screening for Long-Chain 3-Hydroxyacyl-CoA Dehydrogenase and Mitochondrial Trifunctional Protein Deficiencies Using Acylcarnitines Measurement in Dried Blood Spots—A Systematic Review of Test Accuracy,"Christopher Stinton, Hannah Fraser, Julia Geppert, Rebecca Johnson, Martin Connock, Samantha Johnson, Aileen Clarke, Sian Taylor Phillips",2021-03-19,https://pureportal.coventry.ac.uk/en/publications/newborn-screening-for-long-chain-3-hydroxyacyl-coa-dehydrogenase-
425,Noninvasive Detection of Respiratory Disorder Due to COVID-19 at the Early Stages in Saudi Arabia,"Wadii Boulila, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>, Ahmad Jawad, Maha Driss, Hamza Ghandorh, Abdullah Alsaeedi , Mohammed Al-Sarem , Faisal Saeed ",2021-11-05,https://pureportal.coventry.ac.uk/en/publications/noninvasive-detection-of-respiratory-disorder-due-to-covid-19-at-
426,Novel Ensemble Algorithm for Multiple Activity Recognition in Elderly People Exploiting Ubiquitous Sensing Devices,"Sidrah Liaqat, Kia Dashtipour , <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>, Ali Rizwan, Abdullah Alhumaidi Alotaibi, Turke Althobaiti, Kamran Arshad, Khaled Assaleh",2021-08-15,https://pureportal.coventry.ac.uk/en/publications/novel-ensemble-algorithm-for-multiple-activity-recognition-in-eld
427,Obesity needs to be addressed to tackle the increased prevalence of diabetes in China – Temporal changes from 2003 to 2009,"Shahina Pardhan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, Zhiqing Chen, Guillermo F. López Sánchez",2021-12-01,https://pureportal.coventry.ac.uk/en/publications/obesity-needs-to-be-addressed-to-tackle-the-increased-prevalence-
428,On the Level Mental Health Intervention - a school-based feasibility study,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/natalie-louise-bisal"" rel=""Person""><span>Natalie Louise Bisal</span></a>",21 Sept 2021,https://pureportal.coventry.ac.uk/en/publications/on-the-level-mental-health-intervention-a-school-based-feasibilit
429,Performance Enhancement and Size Reduction of Vivaldi Antenna Using Defected Ground Structure for Active Phased Array Radar Applications,"Hamza Abbas Kiani, Channa Babar Ali, Syed Jehad Ali Shah, Muhammad Zubair Khan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>, Abdulfattah Noorwali",2021-07-04,https://pureportal.coventry.ac.uk/en/publications/performance-enhancement-and-size-reduction-of-vivaldi-antenna-usi
430,Photoplethysmographic assessment of arterial stiffness and endothelial function,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, Yang Yao, Iona Morrison, Steve Greenwald",2021-11-12,https://pureportal.coventry.ac.uk/en/publications/photoplethysmographic-assessment-of-arterial-stiffness-and-endoth
431,"Photoplethysmography: Technology, Signal Analysis and Applications","Panicos A. Kyriacou (Editor), <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/john-allen"" rel=""Person""><span>John Allen</span></a> (Editor)",2021-11-01,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-technology-signal-analysis-and-applications
432,Photoplethysmography (PPG): State-of-the-art methods and applications,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/john-allen"" rel=""Person""><span>John Allen</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, Panicos A. Kyriacou, Mohamed Elgendi",2021-11-24,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-ppg-state-of-the-art-methods-and-application
433,Photoplethysmography for the assessment of peripheral vascular disease,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/john-allen"" rel=""Person""><span>John Allen</span></a>",2021-11-03,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-for-the-assessment-of-peripheral-vascular-di
434,Photoplethysmography signal processing and synthesis,"Elisa Mejia-Mejia, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/john-allen"" rel=""Person""><span>John Allen</span></a>, Karthik Budidha, Chadi El-Hajj, Panicos A. Kyriacou, Peter H. Charlton",2021-11-01,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-signal-processing-and-synthesis
435,Physical behaviors and fundamental movement skills in British and Iranian children: An isotemporal substitution analysis,"Elizabeth Smith, Fatima Fazeli, Kate Wilkinson, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>",2021-02-01,https://pureportal.coventry.ac.uk/en/publications/physical-behaviors-and-fundamental-movement-skills-in-british-and
436,Portable UWB RADAR Sensing System for Transforming Subtle Chest Movement into Actionable Micro-Doppler Signatures to Extract Respiratory Rate Exploiting ResNet Algorithm,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/umer-saeed"" rel=""Person""><span>Umer Saeed</span></a>, Syed Yaseen Shah, Abdullah Alhumaidi Alotaibi, Turke Althobaiti, Naeem Ramzan, Qammer H. Abbasi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>",2021-10-15,https://pureportal.coventry.ac.uk/en/publications/portable-uwb-radar-sensing-system-for-transforming-subtle-chest-m
437,Position Statement: To Highlight the Impact of Class in Clinical Psychology,"Amy Goddard, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/celine-brookes-smith"" rel=""Person""><span>Celine Jane Brookes Smith</span></a>, Elizabeth Henshaw, Katie Place, Sarah St Ledger, Will Curvis, Ben Campbell",2021-03-23,https://pureportal.coventry.ac.uk/en/publications/position-statement-to-highlight-the-impact-of-class-in-clinical-p
